content_id,feature_name,feature,label
LraLJ,lifetime=60,73,2490
LraLJ,Time=18,10,2490
LraLJ,categories=norge,50,2490
LraLJ,tags=kreft,2912,2490
LraLJ,tags= kreftbehandling,1154,2490
LraLJ,tags= olaug bollestad,1557,2490
LraLJ,tags= krf,1158,2490
LraLJ,tags= kreftforskning,1156,2490
Jmp0b,hotness=40,65,2187
Jmp0b,lifetime=20,71,2187
Jmp0b,Time=5,19,2187
Jmp0b,categories=okonomi,51,2187
Jmp0b,tags=dagligvarehandel,2539,2187
Jmp0b,tags= kiwi,1097,2187
Jmp0b,tags= coop,431,2187
Jmp0b,tags= dagligvarebransjen,448,2187
Jmp0b,tags= rema 1000,1726,2187
K5aqX,hotness=30,64,2280
K5aqX,lifetime=20,71,2280
K5aqX,Time=18,10,2280
K5aqX,categories=idrettspolitikk,42,2280
K5aqX,tags=betsson,2456,2280
K5aqX,tags= linda hofstad helleland,1260,2280
K5aqX,tags= norsk tipping,1524,2280
K5aqX,tags= idrett,928,2280
K5a3G,hotness=40,65,2276
K5a3G,lifetime=20,71,2276
K5a3G,Time=9,23,2276
K5a3G,categories=fotball,41,2276
K5a3G,tags=zlatko tripic,3584,2276
K5b9M,hotness=50,66,2281
K5b9M,lifetime=20,71,2281
K5b9M,Time=3,17,2281
K5b9M,categories=norge,50,2281
K5b9M,tags=justis- og beredskapsdepartementet,2849,2281
K5b9M,tags= høyesterett,918,2281
K5b9M,tags= toril marie øie,2121,2281
Lra3P,hotness=50,66,2489
Lra3P,lifetime=40,72,2489
Lra3P,Time=17,9,2489
Lra3P,categories=andreidretter,34,2489
Lra3P,tags=hordaland,2774,2489
Lra3P,tags= bergen,273,2489
K5bJE,hotness=30,64,2282
K5bJE,lifetime=20,71,2282
K5bJE,Time=4,18,2282
K5bJE,categories=verden,59,2282
K5bJE,tags=,74,2282
Mya3r,hotness=40,65,2607
Mya3r,lifetime=20,71,2607
Mya3r,Time=11,3,2607
Mya3r,categories=norge,50,2607
Mya3r,tags=jernbanereformen,2828,2607
Mya3r,tags= samferdselsdepartementet,1792,2607
Mya3r,tags= nsb,1533,2607
Mya3r,tags= ketil solvik-olsen,1085,2607
MyaWK,hotness=30,64,2610
MyaWK,lifetime=20,71,2610
MyaWK,Time=19,11,2610
MyaWK,categories=verden,59,2610
MyaWK,tags=,74,2610
Oxa01,hotness=40,65,2780
Oxa01,lifetime=20,71,2780
Oxa01,Time=19,11,2780
Oxa01,categories=fotball,41,2780
Oxa01,tags=slaget om sørlandet,3342,2780
Oxl4E,hotness=40,65,2786
Oxl4E,lifetime=40,72,2786
Oxl4E,Time=10,2,2786
Oxl4E,categories=verden,59,2786
Oxl4E,tags=krigshistorie,2916,2786
Oxl4E,tags= donald trump,503,2786
Oxl4E,tags= historie,874,2786
Oxl4E,tags= amerikansk politikk,142,2786
OK5MA,hotness=30,64,2653
OK5MA,lifetime=60,73,2653
OK5MA,Time=6,20,2653
OK5MA,categories=familieogoppvekst,40,2653
OK5MA,tags=søvn,3430,2653
OK5MA,tags= angst,156,2653
OK5MA,tags= stress,1987,2653
OK5MA,tags= ntnu,1534,2653
OK5MA,tags= universitet,2211,2653
OK5MA,tags= yoga,2320,2653
OK5MA,tags= meditasjon,1366,2653
OK5MA,tags= samordna opptak,1795,2653
OK5MA,tags= tips og triks,2096,2653
OK5MA,tags= eksamen,552,2653
OK5MA,tags= skole,1881,2653
OK5MA,tags= studentliv,1994,2653
OK5MA,tags= frykt,754,2653
PbO7J,hotness=30,64,2899
PbO7J,lifetime=20,71,2899
PbO7J,Time=8,22,2899
PbO7J,categories=ballsport,35,2899
PbO7J,tags=snooker,3345,2899
OxlKO,hotness=30,64,2787
OxlKO,lifetime=20,71,2787
OxlKO,Time=3,17,2787
OxlKO,categories=norge,50,2787
OxlKO,tags=,74,2787
Pba5z,hotness=40,65,2909
Pba5z,lifetime=20,71,2909
Pba5z,Time=13,5,2909
Pba5z,categories=langrenn,46,2909
Pba5z,categories= vintersport,32,2909
Pba5z,tags=langrenn,2952,2909
Pba5z,tags= charlotte kalla,410,2909
Qe844,hotness=20,63,3013
Qe844,lifetime=20,71,3013
Qe844,Time=4,18,3013
Qe844,categories=fotball,41,3013
Qe844,tags=pål andré helland,3220,3013
Qe844,tags= sarpsborg 08,1813,3013
Qe844,tags= rosenborg bk,1764,3013
VAa53,hotness=40,65,3231
VAa53,lifetime=40,72,3231
VAa53,Time=17,9,3231
VAa53,categories=ballsport,35,3231
VAa53,tags=håndball,2784,3231
VAa53,tags= christian berge,419,3231
VAa53,tags= em-kvalifisering,563,3231
Qe8VP,hotness=40,65,3014
Qe8VP,lifetime=40,72,3014
Qe8VP,Time=5,19,3014
Qe8VP,categories=norge,50,3014
Qe8VP,tags=dyrehelse,2578,3014
Qe8VP,tags= kristiansand,1166,3014
QejrJ,hotness=60,67,3051
QejrJ,lifetime=40,72,3051
QejrJ,Time=19,11,3051
QejrJ,categories=okonomi,51,3051
QejrJ,tags=,74,3051
Pbar5,hotness=40,65,2910
Pbar5,lifetime=20,71,2910
Pbar5,Time=8,22,2910
Pbar5,categories=fotball,41,2910
Pbar5,tags=eliteserien,2596,2910
Pbar5,tags= babacar sarr,226,2910
Pbar5,tags= molde fk,1413,2910
Rgab8,hotness=40,65,3146
Rgab8,lifetime=20,71,3146
Rgab8,Time=15,7,3146
Rgab8,categories=fotball,41,3146
Rgab8,tags=jesper mathisen,2830,3146
Rgab8,tags= norsk fotball,1519,3146
Rgab8,tags= eliteserien,558,3146
Rgab8,tags= rosenborg bk,1764,3146
VAa6V,hotness=40,65,3232
VAa6V,lifetime=40,72,3232
VAa6V,Time=12,4,3232
VAa6V,categories=fotball,41,3232
VAa6V,tags=fotball-nm,2687,3232
VAa6V,tags= sandnes ulf,1807,3232
VAa6V,tags= bryne fk,365,3232
VAa6V,tags= asle tjøtta,201,3232
VAa6V,tags= egersunds ik,537,3232
VAa6V,tags= viking fk,2266,3232
VAaPr,hotness=40,65,3234
VAaPr,lifetime=40,72,3234
VAaPr,Time=11,3,3234
VAaPr,categories=andreidretter,34,3234
VAaPr,tags=bergen,2450,3234
VAaGd,hotness=40,65,3233
VAaGd,lifetime=20,71,3233
VAaGd,Time=16,8,3233
VAaGd,categories=sykkel,58,3233
VAaGd,tags=alexander kristoff,2373,3233
XXMQ7,hotness=60,67,3507
XXMQ7,lifetime=40,72,3507
XXMQ7,Time=7,21,3507
XXMQ7,categories=fotball,41,3507
XXMQ7,tags=sk brann,3319,3507
XXaM7,hotness=60,67,3523
XXaM7,lifetime=40,72,3523
XXaM7,Time=14,6,3523
XXaM7,categories=verden,59,3523
XXaM7,tags=russland,3284,3523
XXaM7,tags= ukraina,2201,3523
XXaM7,tags= angela merkel,155,3523
XXaM7,tags= vladimir putin,2286,3523
XXW6W,hotness=40,65,3519
XXW6W,lifetime=40,72,3519
XXW6W,Time=15,7,3519
XXW6W,categories=osloby,52,3519
XXW6W,tags=byrådet (oslo),2502,3519
XXW6W,tags= byutvikling,382,3519
Wpa8j,hotness=10,62,3397
Wpa8j,lifetime=20,71,3397
Wpa8j,Time=15,7,3397
Wpa8j,categories=kampsport,43,3397
Wpa8j,tags=tromsø,3491,3397
XXaRx,hotness=40,65,3524
XXaRx,lifetime=20,71,3524
XXaRx,Time=12,4,3524
XXaRx,categories=fotball,41,3524
XXaRx,tags=obos-ligaen,3136,3524
XXaRx,tags= slaget om sørlandet,1891,3524
XXaRx,tags= ik start,932,3524
XXaRx,tags= bodø/glimt,321,3524
az8e4,hotness=40,65,3621
az8e4,lifetime=20,71,3621
az8e4,Time=8,22,3621
az8e4,categories=fotball,41,3621
az8e4,tags=slaget om sørlandet,3342,3621
az8e4,tags= obos-ligaen,1547,3621
az8e4,tags= ik start,932,3621
az8e4,tags= bodø/glimt,321,3621
XXagr,hotness=30,64,3525
XXagr,lifetime=40,72,3525
XXagr,Time=9,23,3525
XXagr,categories=andreidretter,34,3525
XXagr,tags=svømming,3411,3525
aza0M,hotness=20,63,3661
aza0M,lifetime=20,71,3661
aza0M,Time=22,15,3661
aza0M,categories=norge,50,3661
aza0M,tags=bergen,2450,3661
aza0M,tags= overgrepssaken «dark room»,1602,3661
b0j6g,hotness=30,64,3757
b0j6g,lifetime=20,71,3757
b0j6g,Time=20,13,3757
b0j6g,categories=verden,59,3757
b0j6g,tags=syria,3420,3757
azald,hotness=40,65,3665
azald,lifetime=20,71,3665
azald,Time=18,10,3665
azald,categories=verden,59,3665
azald,tags=jerusalem,2829,3665
azald,tags= israel,977,3665
azald,tags= israel/palestina,978,3665
dKrGX,hotness=50,66,3936
dKrGX,lifetime=40,72,3936
dKrGX,Time=14,6,3936
dKrGX,categories=osloby,52,3936
dKrGX,tags=oslo,3159,3936
dKrGX,tags= e18,525,3936
dKrGX,tags= elbil,554,3936
dKrGX,tags= politiet,1652,3936
dKGzJ,hotness=40,65,3877
dKGzJ,lifetime=20,71,3877
dKGzJ,Time=11,3,3877
dKGzJ,categories=fotball,41,3877
dKGzJ,tags=juventus fc,2850,3877
dKGzJ,tags= real madrid cf ,1704,3877
dKGzJ,tags= atlético madrid,211,3877
dKGzJ,tags= champions league,408,3877
dKGzJ,tags= as monaco,195,3877
azaeL,hotness=30,64,3663
azaeL,lifetime=20,71,3663
azaeL,Time=20,13,3663
azaeL,categories=verden,59,3663
azaeL,tags=presidentvalget i frankrike,3210,3663
dKrkB,hotness=10,62,3937
dKrkB,lifetime=20,71,3937
dKrkB,Time=13,5,3937
dKrkB,categories=personalia,53,3937
dKrkB,tags=,74,3937
WpaqG,hotness=30,64,3400
WpaqG,lifetime=40,72,3400
WpaqG,Time=20,13,3400
WpaqG,categories=ballsport,35,3400
WpaqG,tags=kolstad,2899,3400
WpaqG,tags= håndball,910,3400
WpaqG,tags= håndball-em,911,3400
WpaqG,tags= herrelandslaget håndball,866,3400
WpaqG,tags= christian berge,419,3400
eQ67R,hotness=20,63,4031
eQ67R,lifetime=20,71,4031
eQ67R,Time=11,3,4031
eQ67R,categories=verden,59,4031
eQ67R,tags=venezuela,3543,4031
eQ67R,tags= caracas,397,4031
dKrrw,hotness=30,64,3940
dKrrw,lifetime=20,71,3940
dKrrw,Time=14,6,3940
dKrrw,categories=verden,59,3940
dKrrw,tags=,74,3940
eQkQO,hotness=40,65,4063
eQkQO,lifetime=20,71,4063
eQkQO,Time=4,18,4063
eQkQO,categories=kultur,45,4063
eQkQO,tags=usa,3528,4063
eQkQO,tags= kygo,1209,4063
gMrB5,hotness=40,65,4213
gMrB5,lifetime=40,72,4213
gMrB5,Time=18,10,4213
gMrB5,categories=fotball,41,4213
gMrB5,tags=real madrid cf ,3233,4213
gMrB5,tags= cristiano ronaldo,435,4213
gMrB5,tags= atlético madrid,211,4213
eQ6RM,hotness=20,63,4032
eQ6RM,lifetime=20,71,4032
eQ6RM,Time=20,13,4032
eQ6RM,categories=norge,50,4032
eQ6RM,tags=romerikes blad,3271,4032
eQ6RM,tags= frode sulland,750,4032
gMJVk,hotness=10,62,4172
gMJVk,lifetime=20,71,4172
gMJVk,Time=8,22,4172
gMJVk,categories=verden,59,4172
gMJVk,tags=,74,4172
gMrp0,hotness=10,62,4216
gMrp0,lifetime=20,71,4216
gMrp0,Time=13,5,4216
gMrp0,categories=personalia,53,4216
gMrp0,tags=,74,4216
dKrqB,hotness=10,62,3939
dKrqB,lifetime=20,71,3939
dKrqB,Time=14,6,3939
dKrqB,categories=norge,50,3939
dKrqB,tags=,74,3939
gMrRA,hotness=40,65,4214
gMrRA,lifetime=40,72,4214
gMrRA,Time=15,7,4214
gMrRA,categories=fotball,41,4214
gMrRA,tags=manchester united,3006,4214
gMrRA,tags= zlatan ibrahimovic,2324,4214
j5460,hotness=40,65,4268
j5460,lifetime=40,72,4268
j5460,Time=8,22,4268
j5460,categories=reise,54,4268
j5460,tags=pund,3219,4268
j5460,tags= flyselskaper,680,4268
j5460,tags= donald trump,503,4268
j5460,tags= london,1275,4268
j5460,tags= paris,1611,4268
j5460,tags= brussel,361,4268
j5460,tags= nice,1488,4268
j5460,tags= eu,593,4268
j5460,tags= shopping,1844,4268
j5460,tags= apollo,162,4268
j5460,tags= tyrkia,2189,4268
j5460,tags= storbritannia,1976,4268
j5460,tags= istanbul,979,4268
j5460,tags= brexit,352,4268
j5460,tags= stockholm,1973,4268
j5460,tags= midtøsten,1391,4268
j5460,tags= terror,2073,4268
j5460,tags= usa,2214,4268
jWrgq,hotness=40,65,4342
jWrgq,lifetime=20,71,4342
jWrgq,Time=18,10,4342
jWrgq,categories=fotball,41,4342
jWrgq,tags=slaget om sørlandet,3342,4342
knBav,hotness=20,63,4484
knBav,lifetime=20,71,4484
knBav,Time=9,23,4484
knBav,categories=okonomi,51,4484
knBav,tags=oslo,3159,4484
knBav,tags= boligpriser,331,4484
jWrwn,hotness=40,65,4343
jWrwn,lifetime=20,71,4343
jWrwn,Time=14,6,4343
jWrwn,categories=verden,59,4343
jWrwn,tags=flyktninger,2663,4343
lPQ7M,hotness=30,64,4605
lPQ7M,lifetime=20,71,4605
lPQ7M,Time=8,22,4605
lPQ7M,categories=verden,59,4605
lPQ7M,tags=,74,4605
lPrzA,hotness=50,66,4651
lPrzA,lifetime=20,71,4651
lPrzA,Time=10,2,4651
lPrzA,categories=norge,50,4651
lPrzA,tags=jagerfly,2819,4651
lPrzA,tags= forsvarsindustri,711,4651
lPrzA,tags= riksrevisjonen,1743,4651
jWLXo,hotness=20,63,4310
jWLXo,lifetime=20,71,4310
jWLXo,Time=16,8,4310
jWLXo,categories=osloby,52,4310
jWLXo,tags=hest,2762,4310
jWLXo,tags= 17. mai,77,4310
jWLXo,tags= trafikk,2129,4310
jWLXo,tags= ketil solvik-olsen,1085,4310
lPrMG,hotness=30,64,4650
lPrMG,lifetime=20,71,4650
lPrMG,Time=12,4,4650
lPrMG,categories=fotball,41,4650
lPrMG,tags=fotball-nm,2687,4650
lPrMG,tags= nm,1498,4650
lPrMG,tags= tynset,2188,4650
lPrMG,tags= rosenborg bk,1764,4650
mmvqp,hotness=40,65,4780
mmvqp,lifetime=20,71,4780
mmvqp,Time=5,19,4780
mmvqp,categories=fotball,41,4780
mmvqp,tags=manchester united,3006,4780
mmvqp,tags= zlatan ibrahimovic,2324,4780
nEMqB,hotness=40,65,4872
nEMqB,lifetime=40,72,4872
nEMqB,Time=7,21,4872
nEMqB,categories=kultur,45,4872
nEMqB,tags=musikk,3075,4872
nEMqB,tags= instagram,952,4872
nEMqB,tags= festival,636,4872
nEMqB,tags= bahamas,227,4872
nEMdx,hotness=40,65,4871
nEMdx,lifetime=20,71,4871
nEMdx,Time=7,21,4871
nEMdx,categories=ballsport,35,4871
nEMdx,tags=volleyball,3565,4871
nEMdx,tags= randaberg volleyball,1696,4871
knd3k,hotness=50,66,4524
knd3k,lifetime=20,71,4524
knd3k,Time=18,10,4524
knd3k,categories=verden,59,4524
knd3k,tags=emmanuel macron,2599,4524
knd3k,tags= marine le pen,1326,4524
knd3k,tags= frankrike,730,4524
knd3k,tags= presidentvalget i frankrike,1665,4524
orV77,hotness=60,67,5040
orV77,lifetime=40,72,5040
orV77,Time=14,6,5040
orV77,categories=fotball,41,5040
orV77,tags=eliteserien,2596,5040
orV77,tags= lysefjorden,1290,5040
orV77,tags= sk brann,1866,5040
nEVn5,hotness=40,65,4881
nEVn5,lifetime=40,72,4881
nEVn5,Time=20,13,4881
nEVn5,categories=fotball,41,4881
nEVn5,tags=real madrid cf ,3233,4881
nEVn5,tags= atlético madrid,211,4881
nEVn5,tags= champions league,408,4881
nEV9m,hotness=40,65,4880
nEV9m,lifetime=20,71,4880
nEV9m,Time=12,4,4880
nEV9m,categories=fotball,41,4880
nEV9m,tags=fotball-nm,2687,4880
nEV9m,tags= eliteserien,558,4880
nEV9m,tags= fotball,718,4880
orVvR,hotness=30,64,5041
orVvR,lifetime=40,72,5041
orVvR,Time=13,5,5041
orVvR,categories=fotball,41,5041
orVvR,tags=kåre ingebrigtsen,2941,5041
orVvR,tags= ranheim il,1699,5041
orVvR,tags= levanger,1246,5041
orVvR,tags= tore reginiussen,2118,5041
orVvR,tags= rosenborg bk,1764,5041
vRVwB,hotness=10,62,5501
vRVwB,lifetime=20,71,5501
vRVwB,Time=13,5,5501
vRVwB,categories=personalia,53,5501
vRVwB,tags=,74,5501
mmvkl,hotness=40,65,4778
mmvkl,lifetime=20,71,4778
mmvkl,Time=7,21,4778
mmvkl,categories=ballsport,35,4778
mmvkl,tags=storhamar håndball,3389,4778
mmvkl,tags= håndball,910,4778
mmvkl,tags= vipers kristiansand,2281,4778
mmvkl,tags= terje marcussen,2070,4778
wlV3A,hotness=40,65,5627
wlV3A,lifetime=40,72,5627
wlV3A,Time=17,9,5627
wlV3A,categories=norge,50,5627
wlV3A,tags=baderom,2422,5627
wlV3A,tags= korrupsjon,1146,5627
wlV3A,tags= kripos,1162,5627
wlV3A,tags= hasj,839,5627
x6V7p,hotness=10,62,5770
x6V7p,lifetime=20,71,5770
x6V7p,Time=15,7,5770
x6V7p,categories=meninger,47,5770
x6V7p,tags=,74,5770
rxVd0,hotness=10,62,5411
rxVd0,lifetime=20,71,5411
rxVd0,Time=13,5,5411
rxVd0,categories=personalia,53,5411
rxVd0,tags=,74,5411
wlxvP,hotness=40,65,5682
wlxvP,lifetime=40,72,5682
wlxvP,Time=11,3,5682
wlxvP,categories=osloby,52,5682
wlxvP,tags=barnehage,2435,5682
wlxvP,tags= digital kompetanse,488,5682
wlxvP,tags= skole,1881,5682
wlxvP,tags= oppvekst,1584,5682
wlxvP,tags= foreldre,701,5682
yAV9g,hotness=40,65,5887
yAV9g,lifetime=20,71,5887
yAV9g,Time=14,6,5887
yAV9g,categories=verden,59,5887
yAV9g,tags=,74,5887
wl95L,hotness=50,66,5593
wl95L,lifetime=40,72,5593
wl95L,Time=8,22,5593
wl95L,categories=meninger,47,5593
wl95L,categories= kommentar,25,5593
wl95L,tags=riksrevisjonen,3254,5593
wl95L,tags= ine marie eriksen søreide,943,5593
wl95L,tags= forsvarsdepartementet,710,5593
yAVKA,hotness=40,65,5888
yAVKA,lifetime=20,71,5888
yAVKA,Time=17,9,5888
yAVKA,categories=ballsport,35,5888
yAVKA,tags=casper ruud,2516,5888
yAVKA,tags= tennis,2068,5888
zp6rK,hotness=40,65,5990
zp6rK,lifetime=20,71,5990
zp6rK,Time=14,6,5990
zp6rK,categories=fotball,41,5990
zp6rK,tags=erik ruthford pedersen,2606,5990
zp6rK,tags= slaget om sørlandet,1891,5990
zp6rK,tags= ik start,932,5990
zp6rK,tags= petter belsvik,1638,5990
zp6rK,tags= fotball,718,5990
zp6rK,tags= bodø/glimt,321,5990
yAVz2,hotness=30,64,5890
yAVz2,lifetime=20,71,5890
yAVz2,Time=12,4,5890
yAVz2,categories=fotball,41,5890
yAVz2,tags=fotball-nm,2687,5890
yAVz2,tags= hødd,914,5890
yAVz2,tags= aalesund fk,85,5890
yAVz2,tags= molde fk,1413,5890
zpVQb,hotness=20,63,6017
zpVQb,lifetime=20,71,6017
zpVQb,Time=16,8,6017
zpVQb,categories=norge,50,6017
zpVQb,tags=nrk,3129,6017
wlVEP,hotness=40,65,5629
wlVEP,lifetime=40,72,5629
wlVEP,Time=11,3,5629
wlVEP,categories=kultur,45,5629
wlVEP,tags=kultur,2932,5629
wlVEP,tags= monarki,1415,5629
wlVEP,tags= utstilling,2223,5629
wlVEP,tags= kunst,1195,5629
wlVEP,tags= design,480,5629
wlVEP,tags= dronning sonja,514,5629
wlVEP,tags= bergen,273,5629
26bEl,hotness=20,63,354
26bEl,lifetime=40,72,354
26bEl,Time=10,2,354
26bEl,categories=fotball,41,354
26bEl,tags=hødd,2787,354
1lxgW,hotness=40,65,299
1lxgW,lifetime=20,71,299
1lxgW,Time=10,2,299
1lxgW,categories=andreidretter,34,299
1lxgW,tags=svømming,3411,299
0R960,hotness=50,66,90
0R960,lifetime=40,72,90
0R960,Time=19,11,90
0R960,categories=norge,50,90
0R960,categories= politikk,29,90
0R960,tags=anders anundsen,2383,90
0R960,tags= statsbudsjettet,1949,90
0R960,tags= siv jensen,1857,90
0R960,tags= direktoratet for forvaltning og ikt,491,90
0R960,tags= økonomi,2338,90
1lyBK,hotness=40,65,302
1lyBK,lifetime=40,72,302
1lyBK,Time=12,4,302
1lyBK,categories=fotball,41,302
1lyBK,tags=manchester united,3006,302
1lyBK,tags= premier league,1663,302
1lyBK,tags= vålerenga fotball,2293,302
1lykG,hotness=50,66,303
1lykG,lifetime=40,72,303
1lykG,Time=19,11,303
1lykG,categories=norge,50,303
1lykG,tags=,74,303
0RbWG,hotness=60,67,124
0RbWG,lifetime=40,72,124
0RbWG,Time=21,14,124
0RbWG,categories=verden,59,124
0RbWG,tags=emmanuel macron,2599,124
0RbWG,tags= marine le pen,1326,124
0RbWG,tags= eu,593,124
0RbWG,tags= presidentvalget i frankrike,1665,124
0RbWG,tags= eurosonen,601,124
1lxJQ,hotness=40,65,296
1lxJQ,lifetime=20,71,296
1lxJQ,Time=7,21,296
1lxJQ,categories=fotball,41,296
1lxJQ,tags=serie a,3311,296
26bWG,hotness=40,65,355
26bWG,lifetime=20,71,355
26bWG,Time=8,22,355
26bWG,categories=fotball,41,355
26bWG,tags=everton fc,2625,355
26bWG,tags= premier leauge,1664,355
3AxLA,hotness=30,64,489
3AxLA,lifetime=60,73,489
3AxLA,Time=15,7,489
3AxLA,categories=kultur,45,489
3AxLA,tags=film,2648,489
3AxLA,tags= jesus,1016,489
3AxLA,tags= filmanmeldelse,647,489
4pVqg,hotness=50,66,647
4pVqg,lifetime=20,71,647
4pVqg,Time=19,11,647
4pVqg,categories=norge,50,647
4pVqg,categories= politikk,29,647
4pVqg,tags=vadsø,3535,647
4pVqg,tags= regionreform,1712,647
4pVqg,tags= troms,2145,647
4pVqg,tags= finnmark,655,647
4pVqg,tags= tromsø,2148,647
3AoMv,hotness=20,63,475
3AoMv,lifetime=40,72,475
3AoMv,Time=16,8,475
3AoMv,categories=idrettspolitikk,42,475
3AoMv,tags=,74,475
4pVz9,hotness=10,62,648
4pVz9,lifetime=20,71,648
4pVz9,Time=12,4,648
4pVz9,categories=kultur,45,648
4pVz9,tags=,74,648
6OyBW,hotness=20,63,935
6OyBW,lifetime=40,72,935
6OyBW,Time=16,8,935
6OyBW,categories=osloby,52,935
6OyBW,tags=oslo,3159,935
6OyBW,tags= riksantikvaren,1740,935
6OyBW,tags= fredning,732,935
5XoWK,hotness=30,64,805
5XoWK,lifetime=40,72,805
5XoWK,Time=6,20,805
5XoWK,categories=ballsport,35,805
5XoWK,tags=håndball,2784,805
5XoWK,tags= byåsen håndball elite,383,805
5XoWK,tags= vipers kristiansand,2281,805
6Oyko,hotness=30,64,937
6Oyko,lifetime=60,73,937
6Oyko,Time=17,9,937
6Oyko,categories=fotball,41,937
6Oyko,tags=adresseavisen,2361,937
6Oyko,tags= eliteserien,558,937
6Oyko,tags= john carew,1029,937
6Oyko,tags= fotball,718,937
4p3Pa,hotness=30,64,602
4p3Pa,lifetime=60,73,602
4p3Pa,Time=8,22,602
4p3Pa,categories=bolig,37,602
4p3Pa,tags=brunsnegle,2491,602
4p3Pa,tags= tips og triks,2096,602
4p3Pa,tags= klima,1117,602
4p3Pa,tags= norsk institutt for bioøkonomi,1521,602
4p3Pa,tags= bioøkonomi,299,602
4p3Pa,tags= dyr,520,602
4p3Pa,tags= hage,826,602
4p3Pa,tags= bolig,327,602
4pVzg,hotness=40,65,649
4pVzg,lifetime=40,72,649
4pVzg,Time=14,6,649
4pVzg,categories=meninger,47,649
4pVzg,categories= kommentar,25,649
4pVzg,tags=nødnett,3133,649
4pVzg,tags= helse sør-øst (hsø),857,649
4pVzg,tags= it-sikkerhet,980,649
6Oywr,hotness=40,65,939
6Oywr,lifetime=20,71,939
6Oywr,Time=11,3,939
6Oywr,categories=sykkel,58,939
6Oywr,tags=giro d'italia,2723,939
6Oywr,tags= sykkel,2023,939
84j9A,hotness=40,65,1207
84j9A,lifetime=40,72,1207
84j9A,Time=17,9,1207
84j9A,categories=fotball,41,1207
84j9A,tags=liverpool fc,2978,1207
78xG4,hotness=30,64,1052
78xG4,lifetime=20,71,1052
78xG4,Time=5,19,1052
78xG4,categories=verden,59,1052
78xG4,tags=venezuela,3543,1052
78xG4,tags= caracas,397,1052
78xa9,hotness=30,64,1053
78xa9,lifetime=20,71,1053
78xa9,Time=9,23,1053
78xa9,categories=norge,50,1053
78xa9,tags=bandidos,2426,1053
78xa9,tags= hells angels,854,1053
97xE5,hotness=40,65,1393
97xE5,lifetime=60,73,1393
97xE5,Time=9,23,1393
97xE5,categories=digital,39,1393
97xE5,tags=bytte jobb,2504,1393
97xE5,tags= operativsystem,1581,1393
97xE5,tags= digital kompetanse,488,1393
97xE5,tags= jobb og karriere,1020,1393
97xE5,tags= arbeidsliv,168,1393
97xE5,tags= teknologi,2061,1393
97xE5,tags= digital,487,1393
97xE5,tags= ntnu,1534,1393
97xE5,tags= facebook,612,1393
97xE5,tags= data,461,1393
84jXG,hotness=30,64,1208
84jXG,lifetime=20,71,1208
84jXG,Time=19,11,1208
84jXG,categories=vintersport,60,1208
84jXG,tags=ski-vm,3328,1208
84jXG,tags= trondheim,2154,1208
BQmW9,hotness=10,62,1650
BQmW9,lifetime=20,71,1650
BQmW9,Time=13,5,1650
BQmW9,categories=personalia,53,1650
BQmW9,tags=nekrolog,3091,1650
84xbw,hotness=40,65,1240
84xbw,lifetime=20,71,1240
84xbw,Time=14,6,1240
84xbw,categories=verden,59,1240
84xbw,tags=michelle obama,3042,1240
84xbw,tags= barack obama,239,1240
BQmrG,hotness=40,65,1651
BQmrG,lifetime=40,72,1651
BQmrG,Time=15,7,1651
BQmrG,categories=fotball,41,1651
BQmrG,tags=bård flovik,2508,1651
BQmrG,tags= tromsø il,2149,1651
BQmrG,tags= gjermund åsen,789,1651
BQzXG,hotness=50,66,1670
BQzXG,lifetime=20,71,1670
BQzXG,Time=6,20,1670
BQzXG,categories=norge,50,1670
BQzXG,tags=helse sør-øst (hsø),2754,1670
GW5mx,hotness=40,65,1902
GW5mx,lifetime=20,71,1902
GW5mx,Time=5,19,1902
GW5mx,categories=verden,59,1902
GW5mx,tags=taliban,3432,1902
GW5mx,tags= kabul,1066,1902
GW5mx,tags= afghanistan,99,1902
E1m4P,hotness=30,64,1772
E1m4P,lifetime=40,72,1772
E1m4P,Time=15,7,1772
E1m4P,categories=verden,59,1772
E1m4P,tags=foto,2689,1772
E1m4P,tags= afghanistan,99,1772
GWe6l,hotness=40,65,1967
GWe6l,lifetime=20,71,1967
GWe6l,Time=20,13,1967
GWe6l,categories=ballsport,35,1967
GWe6l,tags=håndball,2784,1967
GWe6l,tags= vipers kristiansand,2281,1967
GWe6l,tags= terje marcussen,2070,1967
GWe09,hotness=40,65,1966
GWe09,lifetime=20,71,1966
GWe09,Time=16,8,1966
GWe09,categories=ballsport,35,1966
GWe09,tags=storhamar håndball,3389,1966
GWe09,tags= håndball,910,1966
GWe09,tags= vipers kristiansand,2281,1966
GWy76,hotness=40,65,1999
GWy76,lifetime=60,73,1999
GWy76,Time=7,21,1999
GWy76,categories=reise,54,1999
GWy76,tags=forbruker,2672,1999
GWy76,tags= forbrukerspørsmål,699,1999
GWy76,tags= fly,675,1999
GWy76,tags= cuba,439,1999
GWy76,tags= personlig økonomi,1632,1999
GWy76,tags= reise,1718,1999
GWy76,tags= forbrukerrettigheter,697,1999
GWy76,tags= forbrukerrådet,698,1999
Jm3lm,hotness=30,64,2095
Jm3lm,lifetime=20,71,2095
Jm3lm,Time=17,9,2095
Jm3lm,categories=verden,59,2095
Jm3lm,tags=usa,3528,2095
Jm3EP,hotness=40,65,2093
